graph_id,n,m,edges,best_k,best_ordering,best_coloring,num_orderings,num_optimal_orderings,image_path,max_degree,avg_degree,clique_number,num_deg_ge_2,num_deg_ge_3,num_deg_ge_5,num_isolated,num_components,component_sizes,density
237,8,5,"[[0, 5], [1, 5], [2, 4], [2, 5], [2, 7]]",2,"[0, 1, 5, 2, 4, 3, 6, 7]","{""2"": 1, ""7"": 1, ""1"": 1, ""3"": 2, ""4"": 2, ""6"": 2, ""0"": 2, ""5"": 2}",40320,1600,out_dataset\two_color\graph_237.png,3,1.25,2,2,2,0,2,3,"[6, 1, 1]",0.17857142857142858
238,8,10,"[[0, 1], [0, 4], [0, 6], [1, 2], [1, 5], [1, 7], [2, 4], [2, 6], [3, 5], [3, 7]]",3,"[0, 4, 2, 1, 6, 3, 5, 7]","{""1"": 1, ""6"": 2, ""5"": 3, ""0"": 2, ""2"": 3, ""3"": 2, ""4"": 3, ""7"": 1}",40320,720,out_dataset\three_color\graph_238.png,4,2.5,2,8,3,0,0,1,[8],0.35714285714285715
239,8,9,"[[0, 3], [0, 5], [1, 2], [1, 4], [2, 3], [2, 6], [2, 7], [3, 5], [4, 5]]",2,"[0, 3, 5, 4, 1, 2, 6, 7]","{""2"": 1, ""3"": 1, ""1"": 2, ""4"": 2, ""5"": 2, ""6"": 2, ""0"": 2, ""7"": 1}",40320,8,out_dataset\two_color\graph_239.png,4,2.25,3,6,3,0,0,1,[8],0.32142857142857145
240,8,7,"[[0, 6], [0, 7], [1, 2], [1, 4], [1, 5], [3, 5], [5, 7]]",2,"[0, 6, 2, 7, 1, 5, 3, 4]","{""1"": 1, ""7"": 2, ""2"": 1, ""0"": 2, ""3"": 2, ""4"": 1, ""5"": 2, ""6"": 1}",40320,304,out_dataset\two_color\graph_240.png,3,1.75,2,4,2,0,0,1,[8],0.25
241,8,5,"[[0, 1], [0, 2], [1, 6], [2, 4], [3, 6]]",1,"[3, 6, 1, 0, 2, 4, 5, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,12,out_dataset\one_color\graph_241.png,2,1.25,2,4,0,0,2,3,"[6, 1, 1]",0.17857142857142858
242,8,12,"[[0, 1], [0, 3], [0, 5], [0, 6], [0, 7], [1, 2], [1, 7], [2, 3], [2, 6], [2, 7], [3, 6], [4, 7]]",3,"[3, 6, 2, 0, 1, 7, 4, 5]","{""0"": 1, ""1"": 2, ""2"": 3, ""5"": 1, ""6"": 2, ""7"": 3, ""3"": 1, ""4"": 2}",40320,24,out_dataset\three_color\graph_242.png,5,3.0,3,6,6,1,0,1,[8],0.42857142857142855
243,8,12,"[[0, 4], [0, 5], [0, 6], [0, 7], [1, 3], [1, 4], [1, 5], [2, 3], [3, 4], [3, 6], [4, 5], [4, 7]]",3,"[1, 5, 4, 0, 3, 7, 6, 2]","{""3"": 1, ""0"": 2, ""4"": 3, ""7"": 3, ""1"": 1, ""5"": 2, ""6"": 2, ""2"": 1}",40320,40,out_dataset\three_color\graph_243.png,5,3.0,3,7,5,1,0,1,[8],0.42857142857142855
244,8,13,"[[0, 6], [1, 2], [1, 5], [1, 7], [2, 5], [2, 6], [3, 5], [3, 6], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]",3,"[0, 3, 4, 6, 5, 7, 2, 1]","{""4"": 1, ""5"": 2, ""6"": 3, ""7"": 1, ""2"": 3, ""3"": 2, ""0"": 3, ""1"": 2}",40320,12,out_dataset\three_color\graph_244.png,6,3.25,3,7,5,2,0,1,[8],0.4642857142857143
245,8,10,"[[0, 3], [0, 4], [0, 5], [1, 4], [1, 5], [1, 7], [2, 4], [2, 5], [3, 4], [3, 5]]",3,"[0, 3, 4, 5, 1, 2, 6, 7]","{""1"": 1, ""4"": 2, ""5"": 3, ""2"": 2, ""3"": 1, ""0"": 3, ""6"": 2, ""7"": 1}",40320,176,out_dataset\three_color\graph_245.png,4,2.5,3,6,5,0,1,2,"[7, 1]",0.35714285714285715
246,8,13,"[[0, 1], [0, 2], [0, 6], [0, 7], [1, 2], [1, 7], [2, 3], [2, 7], [3, 5], [3, 6], [4, 5], [5, 7], [6, 7]]",3,"[1, 0, 2, 7, 3, 6, 4, 5]","{""3"": 1, ""7"": 2, ""0"": 3, ""2"": 1, ""6"": 3, ""4"": 3, ""5"": 2, ""1"": 2}",40320,30,out_dataset\three_color\graph_246.png,5,3.25,4,7,7,1,0,1,[8],0.4642857142857143
247,8,7,"[[0, 2], [0, 6], [1, 2], [2, 4], [2, 5], [3, 4], [3, 5]]",2,"[0, 6, 1, 2, 4, 3, 5, 7]","{""2"": 1, ""0"": 1, ""1"": 2, ""3"": 2, ""4"": 2, ""5"": 1, ""6"": 2, ""7"": 1}",40320,104,out_dataset\two_color\graph_247.png,4,1.75,2,5,1,0,1,2,"[7, 1]",0.25
248,8,12,"[[0, 2], [0, 4], [0, 7], [1, 4], [1, 7], [2, 3], [2, 4], [2, 7], [4, 5], [4, 6], [5, 7], [6, 7]]",4,"[0, 1, 2, 4, 7, 3, 5, 6]","{""4"": 1, ""7"": 2, ""1"": 3, ""2"": 4, ""3"": 3, ""5"": 4, ""0"": 2, ""6"": 1}",40320,1872,out_dataset\other_color\graph_248.png,5,3.0,3,7,4,2,0,1,[8],0.42857142857142855
249,8,9,"[[0, 3], [1, 4], [1, 5], [1, 7], [3, 6], [3, 7], [4, 5], [5, 7], [6, 7]]",2,"[0, 2, 3, 6, 7, 1, 5, 4]","{""1"": 1, ""2"": 1, ""3"": 2, ""5"": 2, ""6"": 1, ""7"": 2, ""0"": 2, ""4"": 1}",40320,24,out_dataset\two_color\graph_249.png,4,2.25,3,6,4,0,1,2,"[7, 1]",0.32142857142857145
250,8,13,"[[0, 1], [0, 2], [0, 4], [1, 2], [1, 3], [1, 4], [1, 6], [3, 5], [3, 6], [3, 7], [4, 7], [5, 6], [6, 7]]",3,"[0, 2, 1, 4, 3, 6, 7, 5]","{""1"": 1, ""3"": 2, ""4"": 3, ""6"": 1, ""2"": 2, ""7"": 3, ""0"": 3, ""5"": 2}",40320,72,out_dataset\three_color\graph_250.png,5,3.25,3,8,6,1,0,1,[8],0.4642857142857143
251,8,9,"[[0, 3], [0, 5], [0, 6], [1, 2], [1, 3], [1, 7], [2, 5], [2, 6], [3, 6]]",3,"[0, 3, 5, 2, 6, 1, 4, 7]","{""1"": 1, ""2"": 2, ""3"": 1, ""5"": 2, ""6"": 3, ""0"": 3, ""4"": 2, ""7"": 1}",40320,910,out_dataset\three_color\graph_251.png,3,2.25,3,6,5,0,1,2,"[7, 1]",0.32142857142857145
252,8,12,"[[0, 3], [0, 4], [0, 6], [1, 2], [1, 5], [1, 6], [2, 5], [2, 6], [3, 5], [3, 6], [4, 7], [5, 6]]",3,"[0, 3, 4, 7, 1, 6, 5, 2]","{""6"": 1, ""3"": 2, ""5"": 2, ""0"": 1, ""1"": 3, ""4"": 3, ""7"": 3, ""2"": 3}",40320,152,out_dataset\three_color\graph_252.png,5,3.0,4,7,6,1,0,1,[8],0.42857142857142855
253,8,11,"[[0, 1], [0, 5], [0, 6], [0, 7], [1, 2], [1, 4], [1, 7], [2, 4], [2, 6], [2, 7], [3, 4]]",3,"[3, 4, 1, 2, 0, 7, 6, 5]","{""0"": 1, ""7"": 2, ""1"": 2, ""2"": 3, ""6"": 3, ""5"": 1, ""4"": 1, ""3"": 1}",40320,142,out_dataset\three_color\graph_253.png,4,2.75,3,6,5,0,0,1,[8],0.39285714285714285
254,8,9,"[[0, 1], [0, 2], [0, 6], [2, 3], [2, 5], [2, 6], [3, 7], [4, 7], [6, 7]]",2,"[1, 5, 0, 2, 6, 3, 7, 4]","{""0"": 1, ""2"": 2, ""5"": 2, ""6"": 1, ""3"": 2, ""1"": 1, ""7"": 1, ""4"": 1}",40320,8,out_dataset\two_color\graph_254.png,4,2.25,3,5,4,0,0,1,[8],0.32142857142857145
255,8,13,"[[0, 3], [0, 4], [0, 7], [1, 2], [1, 3], [1, 5], [2, 3], [2, 4], [3, 5], [3, 6], [3, 7], [5, 6], [5, 7]]",3,"[0, 4, 2, 7, 3, 1, 5, 6]","{""3"": 1, ""7"": 2, ""1"": 3, ""0"": 1, ""2"": 3, ""4"": 3, ""5"": 2, ""6"": 1}",40320,40,out_dataset\three_color\graph_255.png,6,3.25,3,8,6,1,0,1,[8],0.4642857142857143
256,8,13,"[[0, 1], [0, 6], [0, 7], [1, 2], [1, 3], [1, 5], [2, 5], [2, 6], [3, 6], [3, 7], [4, 5], [4, 6], [5, 7]]",4,"[0, 2, 1, 6, 5, 3, 4, 7]","{""0"": 1, ""5"": 2, ""6"": 3, ""7"": 1, ""1"": 4, ""3"": 4, ""2"": 2, ""4"": 3}",40320,648,out_dataset\other_color\graph_256.png,4,3.25,3,8,7,0,0,1,[8],0.4642857142857143
257,8,9,"[[0, 5], [1, 4], [1, 6], [1, 7], [2, 3], [4, 5], [4, 7], [5, 7], [6, 7]]",2,"[0, 2, 3, 5, 4, 7, 1, 6]","{""5"": 1, ""2"": 2, ""0"": 1, ""3"": 2, ""4"": 2, ""7"": 1, ""1"": 2, ""6"": 1}",40320,16,out_dataset\two_color\graph_257.png,4,2.25,3,5,4,0,0,2,"[6, 2]",0.32142857142857145
258,8,10,"[[0, 3], [0, 5], [0, 6], [0, 7], [1, 2], [1, 6], [2, 5], [2, 7], [3, 5], [4, 7]]",3,"[1, 2, 6, 0, 5, 7, 3, 4]","{""5"": 1, ""2"": 2, ""7"": 2, ""0"": 3, ""3"": 3, ""6"": 3, ""1"": 1, ""4"": 1}",40320,568,out_dataset\three_color\graph_258.png,4,2.5,3,7,4,0,0,1,[8],0.35714285714285715
259,8,9,"[[0, 3], [0, 5], [0, 7], [1, 5], [1, 6], [2, 6], [4, 5], [5, 6], [6, 7]]",3,"[0, 3, 1, 5, 6, 4, 7, 2]","{""7"": 1, ""0"": 1, ""5"": 2, ""4"": 2, ""6"": 3, ""1"": 3, ""3"": 3, ""2"": 3}",40320,1098,out_dataset\three_color\graph_259.png,4,2.25,3,5,3,0,0,1,[8],0.32142857142857145
260,8,12,"[[0, 1], [0, 2], [0, 3], [1, 3], [1, 7], [2, 3], [2, 5], [3, 4], [3, 5], [3, 7], [4, 6], [5, 7]]",3,"[0, 1, 2, 3, 5, 7, 4, 6]","{""1"": 1, ""2"": 2, ""3"": 3, ""5"": 2, ""7"": 1, ""0"": 3, ""4"": 3, ""6"": 1}",40320,80,out_dataset\three_color\graph_260.png,6,3.0,3,7,6,1,0,1,[8],0.42857142857142855
261,8,5,"[[0, 2], [0, 5], [1, 7], [2, 4], [3, 6]]",1,"[1, 7, 3, 6, 4, 2, 0, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,48,out_dataset\one_color\graph_261.png,2,1.25,2,2,0,0,0,3,"[4, 2, 2]",0.17857142857142858
262,8,10,"[[1, 2], [1, 3], [1, 5], [1, 6], [1, 7], [2, 4], [2, 7], [3, 4], [4, 6], [6, 7]]",3,"[0, 2, 7, 4, 1, 6, 3, 5]","{""1"": 1, ""4"": 2, ""6"": 3, ""3"": 2, ""7"": 3, ""2"": 1, ""5"": 1, ""0"": 1}",40320,172,out_dataset\three_color\graph_262.png,5,2.5,3,6,5,1,1,2,"[7, 1]",0.35714285714285715
263,8,11,"[[0, 2], [0, 4], [1, 2], [1, 6], [2, 3], [2, 5], [2, 7], [3, 6], [4, 5], [4, 6], [5, 6]]",3,"[0, 4, 5, 6, 2, 1, 3, 7]","{""2"": 1, ""1"": 2, ""5"": 2, ""6"": 3, ""0"": 1, ""3"": 3, ""4"": 3, ""7"": 1}",40320,12,out_dataset\three_color\graph_263.png,5,2.75,3,7,4,1,0,1,[8],0.39285714285714285
264,8,10,"[[0, 1], [0, 5], [0, 6], [1, 4], [1, 7], [2, 4], [3, 7], [4, 5], [4, 7], [5, 7]]",3,"[0, 6, 1, 4, 5, 7, 2, 3]","{""5"": 1, ""1"": 2, ""4"": 3, ""0"": 1, ""6"": 3, ""7"": 2, ""2"": 3, ""3"": 1}",40320,336,out_dataset\three_color\graph_264.png,4,2.5,3,5,5,0,0,1,[8],0.35714285714285715
265,8,11,"[[0, 5], [1, 3], [1, 4], [1, 7], [2, 6], [2, 7], [3, 6], [3, 7], [4, 6], [5, 6], [5, 7]]",3,"[0, 2, 5, 6, 7, 3, 1, 4]","{""6"": 1, ""3"": 2, ""7"": 3, ""1"": 3, ""4"": 1, ""5"": 2, ""2"": 3, ""0"": 1}",40320,56,out_dataset\three_color\graph_265.png,4,2.75,3,7,5,0,0,1,[8],0.39285714285714285
266,8,13,"[[0, 2], [0, 5], [0, 6], [1, 4], [1, 6], [2, 3], [2, 4], [2, 6], [3, 7], [4, 5], [4, 6], [4, 7], [5, 7]]",3,"[1, 6, 0, 4, 2, 3, 5, 7]","{""0"": 1, ""4"": 2, ""2"": 3, ""3"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""1"": 2}",40320,6,out_dataset\three_color\graph_266.png,5,3.25,3,8,6,1,0,1,[8],0.4642857142857143
267,8,7,"[[0, 3], [0, 4], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5]]",2,"[0, 3, 2, 4, 5, 1, 6, 7]","{""4"": 1, ""0"": 1, ""2"": 2, ""3"": 2, ""6"": 1, ""1"": 2, ""5"": 2, ""7"": 2}",40320,320,out_dataset\two_color\graph_267.png,3,1.75,2,5,1,0,0,2,"[5, 3]",0.25
268,8,17,"[[0, 2], [0, 4], [0, 6], [1, 2], [1, 4], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 7], [4, 6], [5, 6]]",4,"[0, 4, 2, 1, 6, 3, 5, 7]","{""1"": 1, ""6"": 2, ""2"": 3, ""3"": 4, ""4"": 4, ""5"": 3, ""0"": 2, ""7"": 1}",40320,78,out_dataset\other_color\graph_268.png,6,4.25,4,8,7,4,0,1,[8],0.6071428571428571
269,8,14,"[[0, 1], [0, 3], [0, 6], [0, 7], [1, 5], [1, 7], [2, 4], [2, 5], [3, 4], [3, 6], [4, 5], [5, 6], [5, 7], [6, 7]]",4,"[0, 1, 3, 6, 4, 7, 5, 2]","{""6"": 1, ""7"": 2, ""1"": 3, ""3"": 4, ""4"": 4, ""5"": 3, ""0"": 2, ""2"": 1}",40320,1016,out_dataset\other_color\graph_269.png,5,3.5,3,8,7,1,0,1,[8],0.5
270,8,8,"[[0, 4], [0, 5], [1, 2], [1, 3], [1, 5], [1, 6], [4, 6], [6, 7]]",2,"[2, 3, 1, 5, 0, 4, 6, 7]","{""1"": 1, ""6"": 1, ""0"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""2"": 1, ""7"": 1}",40320,8,out_dataset\two_color\graph_270.png,4,2.0,2,5,2,0,0,1,[8],0.2857142857142857
271,8,9,"[[0, 3], [1, 2], [1, 4], [1, 5], [2, 5], [4, 7], [5, 6], [5, 7], [6, 7]]",3,"[0, 2, 1, 3, 5, 4, 6, 7]","{""1"": 1, ""3"": 2, ""4"": 1, ""5"": 3, ""2"": 3, ""6"": 2, ""0"": 2, ""7"": 3}",40320,1384,out_dataset\three_color\graph_271.png,4,2.25,3,6,3,0,0,2,"[6, 2]",0.32142857142857145
272,8,6,"[[0, 1], [0, 2], [0, 6], [1, 6], [2, 7], [5, 6]]",2,"[1, 0, 6, 2, 5, 3, 4, 7]","{""2"": 1, ""7"": 1, ""0"": 1, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2, ""1"": 2}",40320,524,out_dataset\two_color\graph_272.png,3,1.5,3,4,2,0,2,3,"[6, 1, 1]",0.21428571428571427
273,8,11,"[[0, 3], [0, 6], [0, 7], [1, 2], [1, 3], [1, 4], [1, 7], [2, 5], [2, 6], [3, 4], [5, 7]]",3,"[2, 5, 6, 0, 1, 7, 3, 4]","{""1"": 1, ""7"": 2, ""0"": 3, ""5"": 2, ""6"": 3, ""2"": 1, ""3"": 3, ""4"": 1}",40320,134,out_dataset\three_color\graph_273.png,4,2.75,3,8,5,0,0,1,[8],0.39285714285714285
274,8,10,"[[0, 4], [0, 5], [0, 6], [1, 2], [1, 3], [2, 4], [2, 6], [3, 6], [3, 7], [5, 7]]",3,"[0, 4, 2, 5, 6, 1, 3, 7]","{""5"": 1, ""6"": 2, ""1"": 3, ""0"": 2, ""2"": 3, ""3"": 2, ""4"": 3, ""7"": 1}",40320,1144,out_dataset\three_color\graph_274.png,3,2.5,2,8,4,0,0,1,[8],0.35714285714285715
275,8,11,"[[0, 1], [1, 3], [1, 5], [1, 6], [2, 4], [3, 5], [3, 6], [3, 7], [4, 5], [4, 6], [6, 7]]",3,"[0, 1, 3, 5, 4, 6, 2, 7]","{""3"": 1, ""6"": 2, ""4"": 3, ""5"": 3, ""7"": 1, ""1"": 2, ""2"": 3, ""0"": 1}",40320,176,out_dataset\three_color\graph_275.png,4,2.75,3,6,5,0,0,1,[8],0.39285714285714285
276,8,11,"[[0, 5], [0, 6], [0, 7], [1, 3], [1, 5], [2, 6], [3, 5], [3, 7], [4, 7], [5, 6], [6, 7]]",3,"[1, 2, 3, 5, 6, 0, 7, 4]","{""3"": 1, ""5"": 2, ""6"": 3, ""0"": 2, ""2"": 3, ""7"": 1, ""1"": 2, ""4"": 1}",40320,144,out_dataset\three_color\graph_276.png,4,2.75,3,6,5,0,0,1,[8],0.39285714285714285
277,8,8,"[[0, 2], [0, 3], [0, 4], [1, 2], [2, 5], [2, 6], [4, 6], [5, 7]]",2,"[1, 7, 5, 2, 6, 0, 4, 3]","{""2"": 1, ""0"": 1, ""1"": 1, ""4"": 2, ""5"": 2, ""6"": 2, ""7"": 2, ""3"": 1}",40320,16,out_dataset\two_color\graph_277.png,4,2.0,2,5,2,0,0,1,[8],0.2857142857142857
278,8,11,"[[0, 3], [0, 5], [0, 6], [0, 7], [1, 2], [1, 6], [2, 4], [2, 7], [3, 7], [4, 5], [4, 6]]",3,"[1, 2, 4, 6, 0, 5, 7, 3]","{""2"": 1, ""4"": 2, ""5"": 2, ""7"": 1, ""0"": 3, ""6"": 3, ""1"": 3, ""3"": 3}",40320,178,out_dataset\three_color\graph_278.png,4,2.75,3,8,5,0,0,1,[8],0.39285714285714285
279,8,14,"[[0, 2], [0, 6], [1, 4], [1, 6], [1, 7], [2, 4], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [3, 7], [4, 7], [5, 6]]",4,"[0, 1, 2, 4, 6, 7, 3, 5]","{""2"": 1, ""4"": 2, ""6"": 3, ""7"": 4, ""1"": 4, ""3"": 2, ""5"": 1, ""0"": 3}",40320,1096,out_dataset\other_color\graph_279.png,5,3.5,3,8,7,1,0,1,[8],0.5
280,8,9,"[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6], [2, 7], [3, 5], [4, 5]]",3,"[1, 6, 3, 0, 5, 2, 4, 7]","{""0"": 1, ""5"": 2, ""1"": 2, ""2"": 3, ""3"": 3, ""4"": 1, ""6"": 3, ""7"": 2}",40320,1028,out_dataset\three_color\graph_280.png,4,2.25,2,6,3,0,0,1,[8],0.32142857142857145
281,8,11,"[[0, 1], [0, 3], [0, 4], [0, 7], [1, 2], [1, 6], [2, 5], [3, 5], [4, 5], [5, 7], [6, 7]]",3,"[1, 2, 6, 7, 0, 5, 3, 4]","{""0"": 1, ""5"": 2, ""2"": 2, ""6"": 3, ""7"": 3, ""1"": 1, ""3"": 3, ""4"": 1}",40320,60,out_dataset\three_color\graph_281.png,4,2.75,2,8,4,0,0,1,[8],0.39285714285714285
282,8,13,"[[0, 3], [0, 5], [0, 7], [1, 2], [1, 3], [1, 6], [2, 3], [2, 4], [2, 7], [3, 4], [4, 5], [4, 6], [6, 7]]",4,"[0, 5, 2, 3, 4, 6, 7, 1]","{""3"": 1, ""2"": 2, ""7"": 3, ""0"": 3, ""4"": 4, ""6"": 4, ""1"": 2, ""5"": 4}",40320,1322,out_dataset\other_color\graph_282.png,4,3.25,3,8,7,0,0,1,[8],0.4642857142857143
283,8,15,"[[0, 1], [0, 2], [0, 4], [0, 7], [1, 2], [1, 3], [1, 7], [2, 3], [2, 5], [2, 6], [3, 7], [4, 5], [4, 6], [5, 6], [6, 7]]",3,"[3, 1, 7, 2, 0, 4, 6, 5]","{""2"": 1, ""7"": 2, ""0"": 3, ""4"": 3, ""6"": 2, ""1"": 3, ""5"": 1, ""3"": 1}",40320,6,out_dataset\three_color\graph_283.png,5,3.75,3,8,8,1,0,1,[8],0.5357142857142857
284,8,10,"[[0, 2], [1, 3], [1, 5], [1, 6], [1, 7], [2, 3], [2, 4], [2, 5], [4, 5], [5, 7]]",3,"[0, 2, 3, 4, 1, 5, 6, 7]","{""5"": 1, ""1"": 2, ""4"": 3, ""2"": 1, ""3"": 2, ""6"": 3, ""7"": 2, ""0"": 1}",40320,380,out_dataset\three_color\graph_284.png,4,2.5,3,6,3,0,0,1,[8],0.35714285714285715
285,8,9,"[[0, 2], [1, 5], [1, 6], [2, 3], [2, 4], [3, 4], [3, 5], [4, 7], [5, 6]]",2,"[0, 2, 3, 4, 7, 1, 5, 6]","{""3"": 1, ""5"": 1, ""1"": 2, ""4"": 2, ""7"": 2, ""2"": 2, ""6"": 2, ""0"": 1}",40320,64,out_dataset\two_color\graph_285.png,3,2.25,3,6,4,0,0,1,[8],0.32142857142857145
286,8,8,"[[0, 2], [0, 6], [1, 5], [2, 5], [2, 7], [3, 4], [4, 5], [6, 7]]",2,"[0, 6, 2, 7, 1, 5, 3, 4]","{""2"": 1, ""5"": 1, ""1"": 2, ""3"": 2, ""6"": 2, ""7"": 2, ""0"": 1, ""4"": 1}",40320,160,out_dataset\two_color\graph_286.png,3,2.0,2,6,2,0,0,1,[8],0.2857142857142857
287,8,9,"[[0, 1], [0, 2], [0, 3], [0, 5], [0, 6], [1, 2], [1, 3], [1, 5], [2, 4]]",3,"[2, 4, 1, 0, 3, 5, 6, 7]","{""0"": 1, ""1"": 2, ""3"": 3, ""4"": 3, ""5"": 2, ""2"": 1, ""6"": 1, ""7"": 1}",40320,1056,out_dataset\three_color\graph_287.png,5,2.25,3,5,3,1,1,2,"[7, 1]",0.32142857142857145
288,8,12,"[[0, 5], [0, 6], [1, 2], [1, 5], [1, 7], [2, 7], [3, 4], [4, 5], [4, 7], [5, 6], [5, 7], [6, 7]]",3,"[0, 3, 4, 5, 6, 7, 1, 2]","{""5"": 1, ""6"": 2, ""0"": 2, ""1"": 1, ""3"": 3, ""4"": 3, ""7"": 3, ""2"": 2}",40320,132,out_dataset\three_color\graph_288.png,5,3.0,3,7,5,2,0,1,[8],0.42857142857142855
289,8,7,"[[0, 6], [1, 2], [1, 3], [1, 7], [2, 3], [3, 5], [5, 7]]",2,"[0, 4, 6, 2, 1, 3, 5, 7]","{""1"": 1, ""3"": 2, ""4"": 1, ""5"": 2, ""7"": 1, ""0"": 2, ""2"": 2, ""6"": 2}",40320,128,out_dataset\two_color\graph_289.png,3,1.75,3,5,2,0,1,3,"[5, 2, 1]",0.25
290,8,8,"[[0, 1], [0, 4], [0, 6], [0, 7], [1, 7], [3, 6], [4, 5], [5, 7]]",2,"[2, 3, 6, 1, 0, 7, 4, 5]","{""0"": 1, ""1"": 2, ""4"": 1, ""7"": 2, ""5"": 2, ""6"": 1, ""2"": 1, ""3"": 1}",40320,28,out_dataset\two_color\graph_290.png,4,2.0,3,6,2,0,1,2,"[7, 1]",0.2857142857142857
291,8,12,"[[0, 1], [0, 3], [0, 6], [1, 3], [1, 7], [2, 5], [3, 4], [3, 5], [4, 5], [4, 6], [5, 6], [5, 7]]",3,"[1, 0, 7, 3, 5, 4, 6, 2]","{""0"": 1, ""6"": 1, ""3"": 2, ""4"": 2, ""5"": 3, ""7"": 3, ""1"": 2, ""2"": 3}",40320,30,out_dataset\three_color\graph_291.png,5,3.0,3,7,6,1,0,1,[8],0.42857142857142855
292,8,14,"[[0, 1], [0, 5], [0, 6], [0, 7], [1, 3], [1, 4], [1, 5], [2, 4], [2, 6], [3, 4], [3, 5], [4, 5], [4, 7], [6, 7]]",3,"[2, 6, 7, 0, 4, 1, 5, 3]","{""4"": 1, ""0"": 2, ""1"": 3, ""7"": 3, ""2"": 1, ""5"": 2, ""6"": 2, ""3"": 1}",40320,12,out_dataset\three_color\graph_292.png,5,3.5,4,8,7,1,0,1,[8],0.5
293,8,8,"[[0, 4], [1, 2], [1, 3], [2, 3], [2, 4], [3, 5], [3, 6], [4, 7]]",2,"[0, 4, 7, 1, 2, 3, 5, 6]","{""2"": 1, ""1"": 2, ""3"": 2, ""4"": 1, ""5"": 1, ""7"": 2, ""6"": 2, ""0"": 1}",40320,48,out_dataset\two_color\graph_293.png,4,2.0,3,4,3,0,0,1,[8],0.2857142857142857
294,8,9,"[[0, 2], [0, 3], [0, 5], [1, 2], [1, 4], [3, 5], [4, 5], [5, 7], [6, 7]]",2,"[1, 2, 4, 0, 5, 3, 6, 7]","{""5"": 1, ""0"": 2, ""3"": 2, ""4"": 1, ""2"": 2, ""6"": 2, ""7"": 1, ""1"": 1}",40320,16,out_dataset\two_color\graph_294.png,4,2.25,3,7,2,0,0,1,[8],0.32142857142857145
295,8,6,"[[0, 3], [0, 4], [2, 4], [2, 7], [3, 7], [5, 6]]",2,"[0, 3, 4, 2, 7, 1, 5, 6]","{""3"": 1, ""2"": 2, ""4"": 2, ""7"": 1, ""0"": 2, ""1"": 1, ""5"": 1, ""6"": 1}",40320,640,out_dataset\two_color\graph_295.png,2,1.5,2,5,0,0,1,3,"[5, 2, 1]",0.21428571428571427
296,8,9,"[[0, 2], [0, 3], [0, 5], [0, 6], [1, 2], [1, 7], [3, 4], [3, 7], [4, 5]]",3,"[1, 2, 3, 7, 0, 4, 5, 6]","{""0"": 1, ""3"": 2, ""4"": 2, ""7"": 3, ""2"": 1, ""5"": 3, ""1"": 3, ""6"": 1}",40320,1456,out_dataset\three_color\graph_296.png,4,2.25,2,7,2,0,0,1,[8],0.32142857142857145
297,8,6,"[[0, 2], [1, 3], [2, 3], [3, 4], [4, 5], [4, 6]]",2,"[0, 1, 2, 3, 4, 5, 6, 7]","{""1"": 1, ""2"": 2, ""5"": 1, ""0"": 2, ""3"": 1, ""4"": 2, ""6"": 2, ""7"": 1}",40320,688,out_dataset\two_color\graph_297.png,3,1.5,2,3,2,0,1,2,"[7, 1]",0.21428571428571427
298,8,12,"[[0, 3], [0, 5], [0, 6], [1, 2], [1, 6], [1, 7], [2, 4], [2, 5], [2, 7], [3, 6], [4, 5], [5, 7]]",3,"[0, 3, 6, 1, 2, 5, 7, 4]","{""5"": 1, ""0"": 1, ""2"": 2, ""1"": 3, ""3"": 2, ""6"": 3, ""7"": 3, ""4"": 2}",40320,176,out_dataset\three_color\graph_298.png,4,3.0,3,8,6,0,0,1,[8],0.42857142857142855
299,8,7,"[[1, 2], [1, 6], [2, 3], [3, 7], [4, 5], [4, 7], [6, 7]]",2,"[0, 1, 2, 3, 6, 7, 4, 5]","{""6"": 1, ""1"": 1, ""2"": 2, ""3"": 2, ""7"": 2, ""0"": 1, ""4"": 1, ""5"": 1}",40320,224,out_dataset\two_color\graph_299.png,3,1.75,2,6,1,0,1,2,"[7, 1]",0.25
300,8,11,"[[0, 3], [0, 6], [1, 3], [1, 4], [1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [5, 6]]",3,"[0, 5, 3, 6, 2, 1, 4, 7]","{""1"": 1, ""2"": 2, ""3"": 1, ""6"": 3, ""4"": 3, ""5"": 2, ""0"": 3, ""7"": 2}",40320,252,out_dataset\three_color\graph_300.png,5,2.75,3,8,4,1,0,1,[8],0.39285714285714285
